OrderID,ProductID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,QuantityOrdered,QuantityReceived,DefectQuantity,OrderStatus
ORD00261,PRD016,Global Screen Supply,2026-04-07,2026-04-10,2026-04-10,500,500,0,Delivered
ORD00262,PRD005,Prime Battery Corp,2025-10-25,2025-10-28,2025-10-28,500,500,0,Delivered
ORD00263,PRD019,Global Screen Supply,2026-04-01,2026-04-04,2026-04-04,100,100,0,Delivered
ORD00264,PRD001,Prime Battery Corp,2026-04-22,2026-04-27,2026-04-27,50,50,0,Delivered
ORD00265,PRD006,Apex Component Ltd,2025-08-17,2025-08-24,2025-08-24,250,250,0,Delivered
ORD00266,PRD012,Global Screen Supply,2025-10-17,2025-10-27,2025-10-27,50,50,0,Delivered
ORD00267,PRD013,Prime Battery Corp,2026-04-24,2026-05-08,2026-05-10,50,50,0,Delivered
ORD00268,PRD018,Prime Battery Corp,2026-03-24,2026-03-29,2026-03-29,100,100,0,Delivered
ORD00269,PRD014,Apex Component Ltd,2026-04-12,2026-04-26,2026-04-26,50,50,0,Delivered
ORD00270,PRD014,Prime Battery Corp,2025-10-15,2025-10-18,2025-10-18,1000,1000,0,Delivered
ORD00271,PRD019,Nexus Logistics,2025-10-09,2025-10-12,2025-10-12,1000,1000,0,Delivered
ORD00272,PRD004,Global Screen Supply,2025-08-14,2025-08-21,2025-08-21,250,250,0,Delivered
ORD00273,PRD006,Prime Battery Corp,2026-01-24,2026-02-03,2026-02-03,1000,1000,0,Delivered
ORD00274,PRD013,Nexus Logistics,2026-02-25,2026-03-02,2026-03-02,50,50,0,Delivered
ORD00275,PRD006,Stellar Packing Ltd,2026-02-04,2026-02-11,,1000,0,0,Cancelled
ORD00276,PRD005,Nexus Logistics,2026-03-31,2026-04-03,2026-04-09,500,500,35,Delivered
ORD00277,PRD014,Global Screen Supply,2026-03-28,2026-04-04,2026-04-04,500,500,0,Delivered
ORD00278,PRD016,Global Screen Supply,2025-09-01,2025-09-11,2025-09-11,250,250,6,Delivered
ORD00279,PRD003,Nexus Logistics,2026-03-10,2026-03-17,2026-03-17,50,50,1,Delivered
ORD00280,PRD017,Stellar Packing Ltd,2025-11-07,2025-11-17,2025-11-21,250,250,0,Delivered
ORD00281,PRD015,Apex Component Ltd,2025-09-12,2025-09-17,2025-09-17,50,50,0,Delivered
ORD00282,PRD016,Global Screen Supply,2026-02-19,2026-02-22,2026-02-20,250,250,0,Delivered
ORD00283,PRD015,Nexus Logistics,2026-06-27,2026-07-11,2026-07-11,1000,1000,0,Delivered
ORD00284,PRD019,Global Screen Supply,2025-09-28,2025-10-01,2025-10-01,500,500,0,Delivered
ORD00285,PRD009,Nexus Logistics,2026-01-16,2026-01-23,2026-01-20,500,500,0,Delivered
ORD00286,PRD007,Global Screen Supply,2026-06-09,2026-06-16,2026-06-13,250,250,0,Delivered
ORD00287,PRD012,Stellar Packing Ltd,2026-03-27,2026-04-10,2026-04-10,1000,1000,0,Delivered
ORD00288,PRD001,Nexus Logistics,2025-10-07,2025-10-10,2025-10-10,50,50,0,Delivered
ORD00289,PRD007,Stellar Packing Ltd,2025-08-10,2025-08-17,2025-08-17,500,500,0,Delivered
ORD00290,PRD002,Nexus Logistics,2026-02-08,2026-02-18,2026-02-23,250,250,0,Delivered
ORD00291,PRD019,Stellar Packing Ltd,2026-05-29,2026-06-03,2026-05-31,100,100,7,Delivered
ORD00292,PRD006,Stellar Packing Ltd,2025-12-02,2025-12-05,2025-12-05,250,250,18,Delivered
ORD00293,PRD016,Stellar Packing Ltd,2026-05-02,2026-05-09,2026-05-09,50,50,0,Delivered
ORD00294,PRD003,Prime Battery Corp,2025-11-15,2025-11-20,2025-11-20,250,250,0,Delivered
ORD00295,PRD004,Prime Battery Corp,2026-03-10,2026-03-15,2026-03-15,1000,1000,71,Delivered
ORD00296,PRD001,Stellar Packing Ltd,2026-02-01,2026-02-15,2026-02-19,1000,1000,0,Delivered
ORD00297,PRD003,Global Screen Supply,2026-07-03,2026-07-08,2026-07-08,500,500,0,Delivered
ORD00298,PRD001,Nexus Logistics,2026-01-10,2026-01-13,2026-01-11,50,50,0,Delivered
ORD00299,PRD014,Prime Battery Corp,2025-08-02,2025-08-12,2025-08-12,50,50,0,Delivered
ORD00300,PRD010,Prime Battery Corp,2026-05-31,2026-06-03,2026-06-03,250,250,0,Delivered
ORD00301,PRD018,Prime Battery Corp,2026-06-14,2026-06-19,2026-06-19,250,250,0,Delivered
ORD00302,PRD004,Apex Component Ltd,2025-07-27,2025-08-10,2025-08-10,1000,1000,0,Delivered
ORD00303,PRD017,Global Screen Supply,2025-10-15,2025-10-20,2025-10-20,100,100,0,Delivered
ORD00304,PRD018,Apex Component Ltd,2025-12-20,2025-12-23,2025-12-23,250,250,0,Delivered
ORD00305,PRD020,Apex Component Ltd,2025-11-01,2025-11-08,2025-11-08,500,500,0,Delivered
ORD00306,PRD006,Apex Component Ltd,2026-01-01,2026-01-06,2026-01-06,100,100,0,Delivered
ORD00307,PRD015,Prime Battery Corp,2025-12-28,2026-01-07,2026-01-07,1000,1000,0,Delivered
ORD00308,PRD003,Apex Component Ltd,2025-08-03,2025-08-17,2025-08-17,50,50,0,Delivered
ORD00309,PRD005,Prime Battery Corp,2026-02-10,2026-02-15,2026-02-15,1000,1000,0,Delivered
ORD00310,PRD017,Global Screen Supply,2026-03-10,2026-03-15,2026-03-15,100,100,0,Delivered
ORD00311,PRD016,Global Screen Supply,2025-08-26,2025-09-02,2025-09-02,250,250,0,Delivered
ORD00312,PRD011,Apex Component Ltd,2026-07-20,2026-08-03,2026-08-03,250,250,0,Delivered
ORD00313,PRD017,Prime Battery Corp,2026-02-02,2026-02-07,2026-02-07,1000,1000,0,Delivered
ORD00314,PRD006,Global Screen Supply,2025-09-02,2025-09-16,2025-09-14,250,250,0,Delivered
ORD00315,PRD016,Nexus Logistics,2026-03-27,2026-04-01,2026-04-01,1000,1000,13,Delivered
ORD00316,PRD002,Global Screen Supply,2025-12-04,2025-12-09,2025-12-09,1000,1000,0,Delivered
ORD00317,PRD007,Nexus Logistics,2026-05-31,2026-06-10,2026-06-10,500,500,0,Delivered
ORD00318,PRD015,Stellar Packing Ltd,2026-05-23,2026-05-26,2026-05-25,100,100,0,Delivered
ORD00319,PRD018,Stellar Packing Ltd,2025-09-23,2025-09-26,2025-09-26,500,500,0,Delivered
ORD00320,PRD012,Apex Component Ltd,2026-07-17,2026-07-31,2026-07-31,500,500,0,Delivered
ORD00321,PRD014,Global Screen Supply,2025-12-02,2025-12-12,2025-12-19,100,100,0,Delivered
ORD00322,PRD017,Apex Component Ltd,2026-02-02,2026-02-07,2026-02-14,250,250,0,Delivered
ORD00323,PRD013,Global Screen Supply,2026-02-21,2026-03-07,2026-03-07,1000,1000,0,Delivered
ORD00324,PRD005,Apex Component Ltd,2025-11-19,2025-11-29,2025-11-29,100,100,0,Delivered
ORD00325,PRD005,Nexus Logistics,2026-05-28,2026-06-07,2026-06-07,50,50,0,Delivered
ORD00326,PRD020,Apex Component Ltd,2025-10-22,2025-11-01,,500,0,0,Cancelled
ORD00327,PRD017,Prime Battery Corp,2025-11-01,2025-11-04,2025-11-04,1000,1000,0,Delivered
ORD00328,PRD009,Nexus Logistics,2026-01-21,2026-01-31,2026-01-31,500,500,0,Delivered
ORD00329,PRD012,Prime Battery Corp,2025-11-17,2025-12-01,2025-12-01,100,100,2,Delivered
ORD00330,PRD017,Prime Battery Corp,2026-04-26,2026-05-10,2026-05-10,250,250,0,Delivered
ORD00331,PRD019,Apex Component Ltd,2026-03-28,2026-03-31,2026-03-31,250,250,0,Delivered
ORD00332,PRD009,Global Screen Supply,2025-12-19,2025-12-22,2025-12-22,500,500,37,Delivered
ORD00333,PRD007,Nexus Logistics,2025-11-04,2025-11-09,2025-11-09,100,100,0,Delivered
ORD00334,PRD003,Nexus Logistics,2026-06-04,2026-06-07,2026-06-07,1000,1000,0,Delivered
ORD00335,PRD016,Global Screen Supply,2026-04-12,2026-04-19,2026-04-19,500,500,32,Delivered
ORD00336,PRD015,Apex Component Ltd,2026-07-17,2026-07-31,2026-08-04,500,500,0,Delivered
ORD00337,PRD008,Prime Battery Corp,2026-03-23,2026-04-06,2026-04-06,250,250,0,Delivered
ORD00338,PRD019,Global Screen Supply,2025-09-14,2025-09-21,2025-09-21,100,100,0,Delivered
ORD00339,PRD017,Stellar Packing Ltd,2026-01-02,2026-01-12,2026-01-12,250,250,4,Delivered
ORD00340,PRD015,Prime Battery Corp,2025-12-05,2025-12-12,2025-12-12,250,250,0,Delivered
ORD00341,PRD019,Stellar Packing Ltd,2026-06-22,2026-07-06,2026-07-06,100,100,0,Delivered
ORD00342,PRD015,Global Screen Supply,2025-10-18,2025-10-25,2025-10-25,500,500,0,Delivered
ORD00343,PRD009,Stellar Packing Ltd,2026-06-20,2026-06-30,2026-06-30,250,250,0,Delivered
ORD00344,PRD009,Apex Component Ltd,2025-11-09,2025-11-14,2025-11-22,500,500,0,Delivered
ORD00345,PRD009,Stellar Packing Ltd,2025-10-12,2025-10-15,2025-10-15,500,500,0,Delivered
ORD00346,PRD011,Nexus Logistics,2026-03-21,2026-04-04,2026-04-01,250,250,0,Delivered
ORD00347,PRD012,Nexus Logistics,2026-04-27,2026-05-02,2026-05-02,50,50,0,Delivered
ORD00348,PRD012,Prime Battery Corp,2026-03-22,2026-04-05,2026-04-05,50,50,0,Delivered
ORD00349,PRD001,Stellar Packing Ltd,2026-02-01,2026-02-06,2026-02-06,500,500,0,Delivered
ORD00350,PRD017,Stellar Packing Ltd,2026-07-15,2026-07-22,2026-07-22,250,250,0,Delivered
ORD00351,PRD020,Nexus Logistics,2025-12-11,2025-12-25,2025-12-26,500,500,0,Delivered
ORD00352,PRD001,Global Screen Supply,2025-09-09,2025-09-14,2025-09-14,50,50,0,Delivered
ORD00353,PRD003,Global Screen Supply,2025-08-22,2025-08-29,2025-08-29,500,500,0,Delivered
ORD00354,PRD013,Nexus Logistics,2025-11-28,2025-12-01,2025-12-01,100,100,0,Delivered
ORD00355,PRD006,Apex Component Ltd,2026-05-02,2026-05-16,2026-05-16,50,50,0,Delivered
ORD00356,PRD011,Apex Component Ltd,2025-10-18,2025-10-25,2025-10-25,1000,1000,12,Delivered
ORD00357,PRD006,Nexus Logistics,2025-09-09,2025-09-23,2025-09-23,250,250,0,Delivered
ORD00358,PRD005,Nexus Logistics,2025-11-21,2025-11-28,2025-11-28,1000,1000,0,Delivered
ORD00359,PRD009,Apex Component Ltd,2026-03-30,2026-04-09,2026-04-09,1000,1000,0,Delivered
ORD00360,PRD003,Stellar Packing Ltd,2025-10-12,2025-10-22,2025-10-22,250,250,0,Delivered
ORD00361,PRD020,Global Screen Supply,2026-01-05,2026-01-08,2026-01-05,1000,1000,0,Delivered
ORD00362,PRD004,Stellar Packing Ltd,2026-06-27,2026-06-30,2026-06-29,50,50,0,Delivered
ORD00363,PRD016,Stellar Packing Ltd,2026-06-09,2026-06-23,,250,0,0,Cancelled
ORD00364,PRD008,Stellar Packing Ltd,2025-08-30,2025-09-02,2025-09-02,100,100,0,Delivered
ORD00365,PRD012,Apex Component Ltd,2026-06-05,2026-06-12,,1000,0,0,Cancelled
ORD00366,PRD003,Prime Battery Corp,2025-09-02,2025-09-07,2025-09-07,1000,1000,0,Delivered
ORD00367,PRD018,Stellar Packing Ltd,2026-02-22,2026-02-25,2026-02-25,1000,1000,0,Delivered
ORD00368,PRD006,Stellar Packing Ltd,2026-05-28,2026-06-07,2026-06-07,250,250,0,Delivered
ORD00369,PRD020,Global Screen Supply,2026-05-09,2026-05-23,2026-05-23,100,100,0,Delivered
ORD00370,PRD010,Stellar Packing Ltd,2025-08-02,2025-08-16,2025-08-16,100,100,0,Delivered
ORD00371,PRD018,Stellar Packing Ltd,2026-05-05,2026-05-19,2026-05-25,1000,1000,0,Delivered
ORD00372,PRD003,Stellar Packing Ltd,2026-02-14,2026-02-28,2026-02-28,100,100,0,Delivered
ORD00373,PRD020,Prime Battery Corp,2025-08-13,2025-08-27,2025-09-02,500,500,0,Delivered
ORD00374,PRD020,Apex Component Ltd,2026-06-14,2026-06-24,2026-06-27,50,50,0,Delivered
ORD00375,PRD020,Stellar Packing Ltd,2026-04-09,2026-04-12,2026-04-12,100,100,0,Delivered
ORD00376,PRD009,Apex Component Ltd,2026-02-14,2026-02-28,2026-02-27,500,500,0,Delivered
ORD00377,PRD008,Apex Component Ltd,2025-12-08,2025-12-18,2025-12-18,250,250,0,Delivered
ORD00378,PRD010,Global Screen Supply,2026-01-20,2026-02-03,2026-02-03,500,500,0,Delivered
ORD00379,PRD004,Apex Component Ltd,2025-11-26,2025-12-10,2025-12-10,100,100,5,Delivered
ORD00380,PRD007,Stellar Packing Ltd,2026-04-18,2026-04-25,2026-04-25,1000,1000,0,Delivered
ORD00381,PRD006,Apex Component Ltd,2025-12-17,2025-12-22,2025-12-22,1000,1000,0,Delivered
ORD00382,PRD004,Apex Component Ltd,2025-12-21,2025-12-31,2025-12-31,100,100,0,Delivered
ORD00383,PRD017,Nexus Logistics,2026-05-08,2026-05-11,2026-05-11,50,50,0,Delivered
ORD00384,PRD010,Global Screen Supply,2026-04-07,2026-04-14,2026-04-14,50,50,0,Delivered
ORD00385,PRD013,Global Screen Supply,2025-09-07,2025-09-17,2025-09-17,1000,1000,0,Delivered
ORD00386,PRD020,Prime Battery Corp,2026-03-11,2026-03-25,2026-03-22,100,100,0,Delivered
ORD00387,PRD014,Global Screen Supply,2026-06-25,2026-07-09,2026-07-09,100,100,0,Delivered
ORD00388,PRD011,Nexus Logistics,2026-02-20,2026-02-27,2026-02-27,500,500,0,Delivered
ORD00389,PRD020,Stellar Packing Ltd,2025-12-08,2025-12-22,2025-12-22,1000,1000,0,Delivered
ORD00390,PRD012,Global Screen Supply,2026-02-08,2026-02-18,2026-02-17,500,500,0,Delivered
ORD00391,PRD007,Apex Component Ltd,2025-10-23,2025-11-02,2025-11-02,1000,1000,0,Delivered
ORD00392,PRD011,Nexus Logistics,2026-06-03,2026-06-17,2026-06-17,1000,1000,0,Delivered
ORD00393,PRD008,Stellar Packing Ltd,2026-04-26,2026-05-06,2026-05-06,50,50,0,Delivered
ORD00394,PRD015,Global Screen Supply,2026-02-26,2026-03-05,2026-03-05,1000,1000,0,Delivered
ORD00395,PRD006,Stellar Packing Ltd,2026-07-16,2026-07-30,2026-07-30,100,100,4,Delivered
ORD00396,PRD004,Apex Component Ltd,2025-09-21,2025-10-01,2025-10-01,250,250,0,Delivered
ORD00397,PRD019,Global Screen Supply,2025-10-16,2025-10-21,2025-10-26,100,100,0,Delivered
ORD00398,PRD001,Stellar Packing Ltd,2025-12-01,2025-12-04,2025-12-04,500,500,0,Delivered
ORD00399,PRD015,Apex Component Ltd,2026-05-28,2026-06-11,2026-06-11,50,50,0,Delivered
ORD00400,PRD005,Apex Component Ltd,2026-07-01,2026-07-15,2026-07-15,1000,1000,39,Delivered
ORD00401,PRD015,Stellar Packing Ltd,2026-01-25,2026-01-28,2026-01-28,50,50,0,Delivered
ORD00402,PRD005,Apex Component Ltd,2026-07-15,2026-07-22,2026-07-22,250,250,0,Delivered
ORD00403,PRD016,Stellar Packing Ltd,2026-07-21,2026-07-28,2026-07-28,500,500,0,Delivered
ORD00404,PRD016,Global Screen Supply,2026-06-02,2026-06-07,2026-06-08,250,250,0,Delivered
ORD00405,PRD014,Apex Component Ltd,2026-01-11,2026-01-18,2026-01-18,1000,1000,0,Delivered
ORD00406,PRD001,Apex Component Ltd,2026-07-11,2026-07-18,2026-07-18,250,250,0,Delivered
ORD00407,PRD016,Apex Component Ltd,2026-06-20,2026-06-25,2026-06-25,500,500,0,Delivered
ORD00408,PRD017,Prime Battery Corp,2026-05-10,2026-05-17,2026-05-17,1000,1000,0,Delivered
ORD00409,PRD013,Stellar Packing Ltd,2025-10-17,2025-10-31,2025-10-31,1000,1000,0,Delivered
ORD00410,PRD003,Nexus Logistics,2025-11-23,2025-11-30,2025-11-30,500,500,0,Delivered
ORD00411,PRD015,Stellar Packing Ltd,2025-08-06,2025-08-16,2025-08-16,1000,1000,0,Delivered
ORD00412,PRD007,Apex Component Ltd,2026-03-17,2026-03-27,2026-03-27,1000,1000,69,Delivered
ORD00413,PRD001,Stellar Packing Ltd,2025-12-31,2026-01-05,2026-01-05,250,250,0,Delivered
ORD00414,PRD001,Stellar Packing Ltd,2026-05-07,2026-05-21,2026-05-21,50,50,0,Delivered
ORD00415,PRD003,Prime Battery Corp,2026-06-03,2026-06-10,2026-06-08,1000,1000,0,Delivered
ORD00416,PRD020,Stellar Packing Ltd,2026-06-12,2026-06-22,2026-06-22,1000,1000,0,Delivered
ORD00417,PRD003,Nexus Logistics,2025-09-12,2025-09-22,2025-09-22,250,250,0,Delivered
ORD00418,PRD012,Nexus Logistics,2025-10-26,2025-11-02,2025-11-10,250,250,0,Delivered
ORD00419,PRD017,Apex Component Ltd,2026-02-17,2026-02-20,2026-02-25,250,250,0,Delivered
ORD00420,PRD016,Nexus Logistics,2025-08-27,2025-09-03,2025-09-03,100,100,0,Delivered
ORD00421,PRD003,Stellar Packing Ltd,2026-03-31,2026-04-03,2026-04-03,1000,1000,0,Delivered
ORD00422,PRD020,Nexus Logistics,2026-01-08,2026-01-18,2026-01-18,50,50,0,Delivered
ORD00423,PRD013,Stellar Packing Ltd,2026-05-16,2026-05-26,2026-05-26,100,100,0,Delivered
ORD00424,PRD003,Stellar Packing Ltd,2025-07-29,2025-08-12,2025-08-10,1000,1000,73,Delivered
ORD00425,PRD010,Apex Component Ltd,2025-11-22,2025-12-02,2025-12-02,1000,1000,0,Delivered
ORD00426,PRD007,Stellar Packing Ltd,2026-02-06,2026-02-13,2026-02-13,500,500,0,Delivered
ORD00427,PRD014,Global Screen Supply,2025-09-06,2025-09-11,2025-09-11,500,500,0,Delivered
ORD00428,PRD013,Prime Battery Corp,2025-11-17,2025-11-22,2025-11-22,500,500,0,Delivered
ORD00429,PRD002,Apex Component Ltd,2026-05-11,2026-05-21,2026-05-21,250,250,0,Delivered
ORD00430,PRD015,Stellar Packing Ltd,2025-09-03,2025-09-17,2025-09-17,1000,1000,0,Delivered
ORD00431,PRD011,Stellar Packing Ltd,2025-07-30,2025-08-09,2025-08-09,500,500,0,Delivered
ORD00432,PRD002,Stellar Packing Ltd,2025-12-27,2026-01-10,2026-01-10,250,250,0,Delivered
ORD00433,PRD010,Nexus Logistics,2025-09-05,2025-09-10,2025-09-10,1000,1000,0,Delivered
ORD00434,PRD019,Global Screen Supply,2026-06-27,2026-07-07,2026-07-07,250,250,0,Delivered
ORD00435,PRD005,Stellar Packing Ltd,2025-10-11,2025-10-21,2025-10-21,500,500,0,Delivered
ORD00436,PRD004,Apex Component Ltd,2025-10-18,2025-10-28,2025-10-28,500,500,0,Delivered
ORD00437,PRD017,Nexus Logistics,2025-07-31,2025-08-07,2025-08-07,500,500,0,Delivered
ORD00438,PRD020,Prime Battery Corp,2026-01-12,2026-01-19,2026-01-19,250,250,0,Delivered
ORD00439,PRD017,Prime Battery Corp,2026-07-06,2026-07-11,2026-07-11,250,250,0,Delivered
ORD00440,PRD008,Prime Battery Corp,2025-11-30,2025-12-05,,50,0,0,Cancelled
ORD00441,PRD003,Apex Component Ltd,2026-05-25,2026-05-30,2026-05-30,1000,1000,0,Delivered
ORD00442,PRD004,Global Screen Supply,2025-12-01,2025-12-08,2025-12-16,500,500,0,Delivered
ORD00443,PRD009,Global Screen Supply,2025-08-31,2025-09-07,2025-09-07,50,50,3,Delivered
ORD00444,PRD020,Nexus Logistics,2025-10-24,2025-11-03,2025-11-03,50,50,0,Delivered
ORD00445,PRD003,Stellar Packing Ltd,2025-11-30,2025-12-10,2025-12-07,50,50,0,Delivered
ORD00446,PRD017,Nexus Logistics,2026-03-26,2026-04-05,2026-04-05,500,500,0,Delivered
ORD00447,PRD004,Stellar Packing Ltd,2026-04-25,2026-05-02,2026-05-02,250,250,0,Delivered
ORD00448,PRD010,Global Screen Supply,2025-10-23,2025-11-06,2025-11-06,50,50,0,Delivered
ORD00449,PRD015,Global Screen Supply,2025-10-04,2025-10-07,,100,0,0,Cancelled
ORD00450,PRD019,Global Screen Supply,2026-04-01,2026-04-11,2026-04-11,50,50,0,Delivered
ORD00451,PRD002,Nexus Logistics,2025-09-23,2025-09-28,2025-09-28,1000,1000,0,Delivered
ORD00452,PRD016,Apex Component Ltd,2026-03-23,2026-04-06,2026-04-06,50,50,2,Delivered
ORD00453,PRD004,Apex Component Ltd,2026-04-05,2026-04-19,2026-04-19,1000,1000,0,Delivered
ORD00454,PRD011,Global Screen Supply,2025-08-17,2025-08-31,2025-08-30,100,100,0,Delivered
ORD00455,PRD005,Apex Component Ltd,2026-06-13,2026-06-27,2026-07-05,500,500,0,Delivered
ORD00456,PRD014,Nexus Logistics,2026-07-14,2026-07-19,2026-07-19,100,100,0,Delivered
ORD00457,PRD016,Stellar Packing Ltd,2025-09-08,2025-09-15,2025-09-15,250,250,0,Delivered
ORD00458,PRD015,Global Screen Supply,2025-12-13,2025-12-16,2025-12-14,100,100,0,Delivered
ORD00459,PRD007,Nexus Logistics,2025-11-30,2025-12-07,2025-12-07,1000,1000,61,Delivered
ORD00460,PRD008,Nexus Logistics,2026-05-24,2026-06-07,2026-06-07,250,250,0,Delivered
ORD00461,PRD007,Nexus Logistics,2025-11-14,2025-11-17,2025-11-24,500,500,0,Delivered
ORD00462,PRD012,Prime Battery Corp,2025-11-05,2025-11-12,,100,0,0,Cancelled
ORD00463,PRD019,Apex Component Ltd,2025-12-15,2025-12-20,2025-12-20,50,50,0,Delivered
ORD00464,PRD019,Stellar Packing Ltd,2025-11-19,2025-11-22,2025-11-22,500,500,0,Delivered
ORD00465,PRD008,Prime Battery Corp,2026-03-04,2026-03-18,2026-03-18,100,100,0,Delivered
ORD00466,PRD014,Stellar Packing Ltd,2026-02-11,2026-02-21,2026-02-21,50,50,0,Delivered
ORD00467,PRD010,Global Screen Supply,2026-06-21,2026-06-24,2026-06-24,50,50,0,Delivered
ORD00468,PRD006,Prime Battery Corp,2026-06-10,2026-06-20,2026-06-26,50,50,0,Delivered
ORD00469,PRD003,Stellar Packing Ltd,2026-01-12,2026-01-15,2026-01-15,1000,1000,0,Delivered
ORD00470,PRD006,Stellar Packing Ltd,2026-07-20,2026-07-23,2026-07-23,1000,1000,0,Delivered
ORD00471,PRD008,Prime Battery Corp,2026-01-21,2026-01-28,2026-01-28,1000,1000,34,Delivered
ORD00472,PRD015,Stellar Packing Ltd,2026-01-29,2026-02-01,2026-02-01,100,100,0,Delivered
ORD00473,PRD004,Global Screen Supply,2026-04-05,2026-04-10,2026-04-10,100,100,0,Delivered
ORD00474,PRD010,Global Screen Supply,2025-08-26,2025-08-29,2025-08-29,100,100,0,Delivered
ORD00475,PRD015,Prime Battery Corp,2026-05-11,2026-05-16,2026-05-16,250,250,0,Delivered
ORD00476,PRD006,Stellar Packing Ltd,2025-10-15,2025-10-29,2025-10-26,250,250,0,Delivered
ORD00477,PRD015,Prime Battery Corp,2026-01-30,2026-02-04,2026-02-10,100,100,0,Delivered
ORD00478,PRD004,Apex Component Ltd,2026-02-17,2026-02-27,2026-02-27,100,100,0,Delivered
ORD00479,PRD019,Nexus Logistics,2026-01-14,2026-01-17,2026-01-14,500,500,0,Delivered
ORD00480,PRD011,Apex Component Ltd,2026-06-01,2026-06-06,2026-06-06,1000,1000,0,Delivered
ORD00481,PRD017,Nexus Logistics,2025-11-01,2025-11-11,2025-11-11,250,250,14,Delivered
ORD00482,PRD001,Prime Battery Corp,2026-01-17,2026-01-24,2026-01-24,250,250,0,Delivered
ORD00483,PRD014,Nexus Logistics,2025-10-04,2025-10-18,2025-10-18,1000,1000,0,Delivered
ORD00484,PRD001,Nexus Logistics,2026-06-17,2026-06-24,2026-06-24,500,500,0,Delivered
ORD00485,PRD002,Prime Battery Corp,2026-05-20,2026-05-27,2026-05-27,500,500,5,Delivered
ORD00486,PRD010,Nexus Logistics,2025-10-24,2025-11-03,,100,0,0,Cancelled
ORD00487,PRD009,Nexus Logistics,2025-08-28,2025-09-11,2025-09-11,250,250,0,Delivered
ORD00488,PRD009,Global Screen Supply,2026-05-18,2026-05-21,2026-05-21,100,100,0,Delivered
ORD00489,PRD002,Prime Battery Corp,2025-12-21,2026-01-04,2026-01-04,50,50,0,Delivered
ORD00490,PRD010,Prime Battery Corp,2026-07-10,2026-07-17,2026-07-17,50,50,0,Delivered
ORD00491,PRD006,Apex Component Ltd,2025-11-13,2025-11-18,2025-11-15,1000,1000,0,Delivered
ORD00492,PRD001,Nexus Logistics,2026-01-19,2026-01-26,2026-01-26,250,250,0,Delivered
ORD00493,PRD008,Global Screen Supply,2026-07-15,2026-07-20,2026-07-20,100,100,0,Delivered
ORD00494,PRD014,Apex Component Ltd,2025-11-02,2025-11-05,2025-11-05,50,50,0,Delivered
ORD00495,PRD004,Stellar Packing Ltd,2025-11-07,2025-11-21,2025-11-21,100,100,0,Delivered
ORD00496,PRD017,Stellar Packing Ltd,2025-08-28,2025-08-31,2025-08-31,1000,1000,0,Delivered
ORD00497,PRD007,Stellar Packing Ltd,2026-07-22,2026-08-01,2026-07-29,250,250,0,Delivered
ORD00498,PRD014,Apex Component Ltd,2026-01-01,2026-01-04,2026-01-02,500,500,0,Delivered
ORD00499,PRD020,Prime Battery Corp,2026-07-11,2026-07-21,2026-07-21,100,100,0,Delivered
ORD00500,PRD006,Apex Component Ltd,2026-07-05,2026-07-15,2026-07-15,50,50,0,Delivered
ORD00501,PRD006,Apex Component Ltd,2026-01-27,2026-02-01,2026-02-01,250,250,0,Delivered
ORD00502,PRD013,Prime Battery Corp,2026-03-25,2026-04-08,2026-04-08,500,500,0,Delivered
ORD00503,PRD001,Apex Component Ltd,2025-08-21,2025-08-24,2025-08-24,500,500,0,Delivered
ORD00504,PRD017,Nexus Logistics,2026-03-20,2026-03-25,2026-03-25,250,250,0,Delivered
ORD00505,PRD014,Apex Component Ltd,2026-02-06,2026-02-16,2026-02-16,250,250,5,Delivered
ORD00506,PRD013,Nexus Logistics,2025-09-19,2025-10-03,2025-10-03,500,500,0,Delivered
ORD00507,PRD016,Stellar Packing Ltd,2026-02-03,2026-02-17,2026-02-17,250,250,12,Delivered
ORD00508,PRD011,Nexus Logistics,2025-09-12,2025-09-22,2025-09-22,250,250,6,Delivered
ORD00509,PRD010,Apex Component Ltd,2026-01-13,2026-01-18,2026-01-25,50,50,0,Delivered
ORD00510,PRD013,Stellar Packing Ltd,2026-02-09,2026-02-16,2026-02-16,1000,1000,0,Delivered
ORD00511,PRD006,Stellar Packing Ltd,2025-12-25,2026-01-01,2026-01-01,500,500,0,Delivered
ORD00512,PRD010,Stellar Packing Ltd,2026-02-15,2026-02-20,2026-02-22,1000,1000,0,Delivered
ORD00513,PRD012,Apex Component Ltd,2026-06-23,2026-06-30,2026-06-30,1000,1000,0,Delivered
ORD00514,PRD001,Stellar Packing Ltd,2025-10-28,2025-11-11,2025-11-11,500,500,0,Delivered
ORD00515,PRD019,Apex Component Ltd,2026-04-18,2026-04-23,2026-04-23,250,250,0,Delivered
ORD00516,PRD007,Nexus Logistics,2025-12-08,2025-12-15,2025-12-15,100,100,0,Delivered
ORD00517,PRD015,Nexus Logistics,2026-05-07,2026-05-17,2026-05-20,500,500,0,Delivered
ORD00518,PRD002,Nexus Logistics,2025-08-04,2025-08-07,2025-08-07,50,50,3,Delivered
ORD00519,PRD008,Apex Component Ltd,2026-05-13,2026-05-27,2026-05-27,50,50,0,Delivered
ORD00520,PRD011,Stellar Packing Ltd,2026-02-09,2026-02-14,2026-02-18,500,500,0,Delivered
