OrderID,CarrierName,TransitMode,ShippingCost,DistanceMiles,ShipDate
ORD00461,BlueDart,Air,903.15,295.9,2025-11-15
ORD00463,OceanBlue,Sea,204.83,341.8,2025-12-16
ORD00464,BlueDart,Air,2903.2,1020.7,2025-11-20
ORD00465,FedEx,Air,1503.06,559.5,2026-03-05
ORD00466,FedEx,Air,2547.86,862.5,2026-02-13
ORD00467,FedEx,Air,3516.68,1174.1,2026-06-23
ORD00468,OceanBlue,Sea,350.72,568.5,2026-06-11
ORD00469,FedEx,Air,1577.88,521.3,2026-01-14
ORD00470,Swift Cargo,Road,985.56,693.6,2026-07-21
ORD00471,BlueDart,Air,2223.05,651.6,2026-01-23
ORD00472,Swift Cargo,Road,652.22,417.2,2026-01-31
ORD00473,Swift Cargo,Road,818.7,621.3,2026-04-06
ORD00474,OceanBlue,Sea,576.69,821.3,2025-08-28
ORD00475,OceanBlue,Sea,439.78,946.7,2026-05-13
ORD00476,Swift Cargo,Road,373.31,277.4,2025-10-16
ORD00477,Swift Cargo,Road,686.05,510.2,2026-02-01
ORD00478,OceanBlue,Sea,471.6,812.0,2026-02-18
ORD00479,FedEx,Air,1862.39,541.8,2026-01-15
ORD00480,Swift Cargo,Road,210.67,124.8,2026-06-02
ORD00481,BlueDart,Air,929.53,262.7,2025-11-03
ORD00482,BlueDart,Air,2721.95,915.7,2026-01-18
ORD00483,OceanBlue,Sea,186.63,172.7,2025-10-05
ORD00484,Swift Cargo,Road,496.51,319.2,2026-06-19
ORD00485,OceanBlue,Sea,316.58,430.2,2026-05-21
ORD00487,BlueDart,Air,3936.69,1171.7,2025-08-29
ORD00488,Swift Cargo,Road,248.58,158.2,2026-05-20
ORD00489,FedEx,Air,2069.42,758.6,2025-12-23
ORD00490,Swift Cargo,Road,849.2,670.0,2026-07-12
ORD00491,FedEx,Air,1945.73,559.1,2025-11-14
ORD00492,OceanBlue,Sea,209.44,289.4,2026-01-20
ORD00493,BlueDart,Air,2857.82,859.9,2026-07-17
ORD00494,OceanBlue,Sea,102.91,147.6,2025-11-03
ORD00495,OceanBlue,Sea,614.85,1143.7,2025-11-08
ORD00496,OceanBlue,Sea,211.19,289.0,2025-08-29
ORD00497,Swift Cargo,Road,1568.98,1018.2,2026-07-23
ORD00498,FedEx,Air,619.54,190.5,2026-01-03
ORD00499,Swift Cargo,Road,1579.01,1042.5,2026-07-13
ORD00500,FedEx,Air,807.02,257.7,2026-07-06
ORD00501,Swift Cargo,Road,1436.37,1021.9,2026-01-29
ORD00502,BlueDart,Air,656.71,218.8,2026-03-26
ORD00503,OceanBlue,Sea,192.02,268.0,2025-08-22
ORD00504,OceanBlue,Sea,587.65,990.4,2026-03-21
ORD00505,OceanBlue,Sea,533.66,1073.2,2026-02-08
ORD00506,BlueDart,Air,1941.35,718.5,2025-09-21
ORD00507,Swift Cargo,Road,1265.73,1020.6,2026-02-04
ORD00508,Swift Cargo,Road,1129.25,812.9,2025-09-13
ORD00509,BlueDart,Air,1316.37,393.3,2026-01-15
ORD00510,Swift Cargo,Road,655.9,469.6,2026-02-11
ORD00511,FedEx,Air,3154.28,1024.4,2025-12-26
ORD00512,OceanBlue,Sea,165.19,174.0,2026-02-16
ORD00513,Swift Cargo,Road,681.28,555.7,2026-06-24
ORD00514,BlueDart,Air,1308.99,394.7,2025-10-30
ORD00515,OceanBlue,Sea,611.0,1028.5,2026-04-19
ORD00516,FedEx,Air,739.69,265.0,2025-12-10
ORD00517,FedEx,Air,1332.15,384.2,2026-05-08
ORD00518,OceanBlue,Sea,608.25,838.8,2025-08-05
ORD00519,OceanBlue,Sea,335.92,646.1,2026-05-15
ORD00520,BlueDart,Air,1879.7,549.2,2026-02-11
ORD00521,Swift Cargo,Road,749.04,499.3,2026-05-01
ORD00522,OceanBlue,Sea,718.94,1093.5,2026-06-30
ORD00523,OceanBlue,Sea,296.86,331.4,2025-07-31
ORD00524,BlueDart,Air,3605.28,1064.4,2025-12-14
ORD00525,FedEx,Air,2986.42,938.2,2026-01-23
ORD00526,Swift Cargo,Road,1455.08,1031.7,2026-02-17
ORD00527,Swift Cargo,Road,277.91,192.8,2025-10-03
ORD00528,BlueDart,Air,1056.76,318.1,2025-08-06
ORD00529,FedEx,Air,418.15,115.5,2026-05-30
ORD00530,BlueDart,Air,1565.49,520.3,2025-11-17
ORD00531,BlueDart,Air,3215.36,1098.1,2026-02-26
ORD00532,BlueDart,Air,2888.32,879.3,2026-03-23
ORD00533,FedEx,Air,367.23,105.9,2025-08-22
ORD00534,BlueDart,Air,747.05,245.1,2026-05-08
ORD00535,OceanBlue,Sea,616.38,1118.9,2026-01-03
ORD00536,BlueDart,Air,461.3,158.5,2026-03-06
ORD00537,BlueDart,Air,1633.74,492.2,2025-10-18
ORD00538,OceanBlue,Sea,471.62,719.6,2025-09-27
ORD00539,OceanBlue,Sea,141.76,128.6,2025-10-27
ORD00541,BlueDart,Air,1544.82,457.4,2026-03-15
ORD00542,BlueDart,Air,598.0,201.8,2026-06-21
ORD00543,Swift Cargo,Road,341.43,232.7,2025-11-10
ORD00544,BlueDart,Air,1260.08,395.3,2026-01-26
ORD00545,Swift Cargo,Road,1178.81,812.4,2025-10-29
ORD00546,OceanBlue,Sea,616.01,1025.7,2026-03-06
ORD00547,OceanBlue,Sea,351.09,491.0,2025-08-18
ORD00549,OceanBlue,Sea,808.84,1163.4,2026-01-02
ORD00550,BlueDart,Air,2978.81,861.0,2025-12-06
ORD00551,FedEx,Air,2358.26,865.6,2026-06-07
ORD00552,BlueDart,Air,368.22,124.0,2026-03-07
ORD00553,BlueDart,Air,452.75,156.0,2025-08-06
ORD00554,BlueDart,Air,940.26,355.1,2026-05-19
ORD00555,BlueDart,Air,2230.7,867.3,2025-12-10
ORD00556,BlueDart,Air,748.0,244.3,2026-03-08
ORD00557,Swift Cargo,Road,367.92,290.6,2025-10-17
ORD00559,FedEx,Air,1273.82,471.5,2025-12-06
ORD00560,FedEx,Air,3057.05,877.0,2026-01-17
ORD00561,FedEx,Air,3646.67,1058.0,2026-06-04
ORD00562,Swift Cargo,Road,772.64,583.0,2026-04-07
ORD00563,OceanBlue,Sea,442.97,792.4,2025-12-20
ORD00564,OceanBlue,Sea,674.86,1138.1,2026-03-02
ORD00565,Swift Cargo,Road,1185.97,1092.8,2026-01-04
ORD00566,OceanBlue,Sea,673.06,1090.2,2026-07-10
ORD00567,BlueDart,Air,3255.94,952.9,2026-05-01
ORD00568,OceanBlue,Sea,449.3,932.8,2026-04-19
ORD00569,OceanBlue,Sea,225.16,236.2,2026-02-28
ORD00570,Swift Cargo,Road,623.7,485.4,2025-07-28
ORD00571,Swift Cargo,Road,1282.57,882.8,2025-11-29
ORD00572,BlueDart,Air,3328.72,1059.2,2026-03-27
ORD00573,FedEx,Air,2584.83,863.9,2025-10-17
ORD00574,Swift Cargo,Road,313.21,229.5,2025-09-25
ORD00575,OceanBlue,Sea,272.12,337.1,2025-10-07
ORD00576,OceanBlue,Sea,586.6,959.5,2025-08-29
ORD00577,BlueDart,Air,1835.48,526.0,2026-06-16
ORD00578,OceanBlue,Sea,371.44,717.1,2026-06-21
ORD00579,FedEx,Air,837.21,232.3,2026-05-17
ORD00580,FedEx,Air,2246.72,640.6,2025-11-28
ORD00581,OceanBlue,Sea,157.65,258.4,2026-04-23
ORD00582,FedEx,Air,1362.81,452.0,2025-08-26
ORD00583,BlueDart,Air,3214.81,1144.3,2025-11-07
ORD00584,Swift Cargo,Road,557.78,435.1,2025-08-09
ORD00585,BlueDart,Air,561.7,146.0,2026-04-29
ORD00586,OceanBlue,Sea,548.24,1026.7,2025-08-26
ORD00587,Swift Cargo,Road,1419.78,897.6,2026-04-25
ORD00588,OceanBlue,Sea,315.93,475.8,2026-01-04
ORD00589,BlueDart,Air,2921.26,938.7,2026-06-02
ORD00590,OceanBlue,Sea,413.02,525.4,2026-07-04
ORD00592,Swift Cargo,Road,494.17,357.7,2026-07-10
ORD00593,OceanBlue,Sea,455.58,726.0,2025-11-10
ORD00594,OceanBlue,Sea,267.25,311.0,2025-09-30
ORD00595,BlueDart,Air,1329.85,401.4,2025-07-28
ORD00596,BlueDart,Air,869.54,314.1,2025-11-17
ORD00597,FedEx,Air,414.41,130.7,2025-09-03
ORD00598,Swift Cargo,Road,1640.24,1137.9,2025-09-19
ORD00599,FedEx,Air,2531.95,960.9,2025-09-27
ORD00600,BlueDart,Air,1739.82,541.9,2026-06-11
ORD00601,FedEx,Air,1735.13,599.5,2026-03-20
ORD00602,OceanBlue,Sea,328.3,490.9,2026-07-26
ORD00603,OceanBlue,Sea,363.15,442.3,2025-08-17
ORD00604,FedEx,Air,1561.04,564.3,2026-05-30
ORD00605,OceanBlue,Sea,446.88,777.7,2025-10-31
ORD00606,BlueDart,Air,3181.53,908.0,2025-11-16
ORD00608,OceanBlue,Sea,100.53,148.3,2026-05-06
ORD00609,FedEx,Air,440.09,123.1,2025-10-23
ORD00610,BlueDart,Air,2772.43,1066.2,2025-12-29
ORD00611,FedEx,Air,2972.96,939.4,2026-04-25
ORD00612,BlueDart,Air,905.91,330.2,2025-11-29
ORD00613,OceanBlue,Sea,447.29,678.0,2026-02-10
ORD00614,Swift Cargo,Road,691.87,535.5,2026-02-16
ORD00615,Swift Cargo,Road,976.16,742.4,2026-05-04
ORD00616,Swift Cargo,Road,697.51,585.9,2026-03-04
ORD00617,FedEx,Air,1558.43,496.3,2026-04-15
ORD00618,OceanBlue,Sea,124.7,109.4,2026-07-11
ORD00619,BlueDart,Air,1169.63,350.3,2026-06-26
ORD00620,BlueDart,Air,1032.89,330.5,2026-05-05
ORD00621,Swift Cargo,Road,803.66,561.1,2025-09-30
ORD00622,BlueDart,Air,3235.63,1178.2,2025-08-07
ORD00623,Swift Cargo,Road,305.66,214.7,2025-09-20
ORD00624,FedEx,Air,1752.03,600.1,2025-11-05
ORD00625,Swift Cargo,Road,319.49,242.9,2025-10-15
ORD00626,Swift Cargo,Road,149.12,108.2,2026-05-17
ORD00627,FedEx,Air,1461.68,416.7,2026-04-22
ORD00628,BlueDart,Air,3015.32,1101.9,2025-10-24
ORD00629,Swift Cargo,Road,1393.81,1099.6,2025-10-14
ORD00630,BlueDart,Air,469.95,129.4,2025-09-18
ORD00632,FedEx,Air,2006.16,703.3,2026-07-24
ORD00633,BlueDart,Air,935.36,285.3,2025-10-17
ORD00634,BlueDart,Air,2961.32,866.4,2026-01-25
ORD00636,OceanBlue,Sea,638.72,1002.6,2025-11-30
ORD00637,Swift Cargo,Road,1204.56,787.1,2025-08-18
ORD00638,Swift Cargo,Road,305.44,172.6,2025-11-13
ORD00639,Swift Cargo,Road,441.18,377.1,2025-11-15
ORD00640,Swift Cargo,Road,914.81,653.8,2025-10-23
ORD00641,OceanBlue,Sea,227.3,322.2,2025-12-31
ORD00642,BlueDart,Air,2297.92,812.9,2026-01-11
ORD00643,Swift Cargo,Road,961.64,768.9,2025-11-09
ORD00644,Swift Cargo,Road,331.99,200.9,2026-04-03
ORD00645,Swift Cargo,Road,941.37,766.4,2025-09-04
ORD00646,BlueDart,Air,3178.15,936.4,2025-09-04
ORD00647,BlueDart,Air,1850.46,610.0,2025-09-07
ORD00648,OceanBlue,Sea,511.15,640.6,2025-10-04
ORD00649,Swift Cargo,Road,424.9,313.7,2025-12-31
ORD00650,Swift Cargo,Road,961.76,625.5,2026-06-16
ORD00651,Swift Cargo,Road,219.61,113.6,2026-06-01
ORD00652,OceanBlue,Sea,438.7,650.7,2025-09-06
ORD00653,BlueDart,Air,2216.25,868.9,2025-09-20
ORD00654,Swift Cargo,Road,732.27,512.1,2025-08-30
ORD00655,Swift Cargo,Road,609.56,385.3,2026-03-13
ORD00656,BlueDart,Air,2096.68,633.7,2025-12-24
ORD00657,BlueDart,Air,2941.96,932.6,2025-08-17
ORD00658,FedEx,Air,398.6,103.4,2026-01-26
ORD00659,BlueDart,Air,2518.32,780.2,2025-09-27
ORD00660,OceanBlue,Sea,451.76,845.7,2026-06-17
ORD00661,FedEx,Air,838.28,240.6,2026-03-27
ORD00662,FedEx,Air,786.03,216.0,2025-09-24
ORD00663,BlueDart,Air,710.36,199.5,2025-11-15
ORD00664,FedEx,Air,691.56,222.5,2026-02-06
ORD00665,Swift Cargo,Road,1583.29,1031.8,2026-01-31
ORD00666,BlueDart,Air,1528.82,447.5,2026-06-30
ORD00667,FedEx,Air,2210.9,758.8,2025-10-09
ORD00668,Swift Cargo,Road,1183.77,1010.7,2026-03-27
ORD00669,FedEx,Air,2057.74,702.7,2026-04-02
ORD00670,BlueDart,Air,654.29,207.1,2025-08-31
ORD00671,Swift Cargo,Road,503.48,330.7,2026-06-26
ORD00672,FedEx,Air,753.62,205.7,2025-09-16
ORD00673,FedEx,Air,713.39,230.7,2026-06-23
ORD00674,FedEx,Air,2077.49,638.1,2026-03-20
ORD00675,BlueDart,Air,1170.39,428.2,2026-05-15
ORD00676,FedEx,Air,2577.89,928.9,2026-02-12
ORD00677,Swift Cargo,Road,1006.05,732.6,2026-07-17
ORD00678,FedEx,Air,1027.52,373.2,2025-09-28
ORD00679,OceanBlue,Sea,488.57,766.8,2025-10-05
ORD00680,Swift Cargo,Road,921.62,751.0,2025-10-31
ORD00681,OceanBlue,Sea,612.96,844.2,2025-12-03
ORD00682,Swift Cargo,Road,684.43,561.7,2026-06-16
ORD00683,BlueDart,Air,590.14,172.6,2026-06-01
ORD00684,FedEx,Air,2577.51,961.0,2025-11-19
ORD00685,FedEx,Air,2978.29,1086.2,2025-09-13
ORD00686,Swift Cargo,Road,582.84,385.0,2026-07-08
ORD00687,Swift Cargo,Road,1075.81,846.0,2026-05-13
ORD00688,Swift Cargo,Road,699.97,435.7,2026-04-10
ORD00689,FedEx,Air,614.15,193.0,2026-06-15
ORD00690,FedEx,Air,1777.04,546.0,2025-10-03
ORD00691,Swift Cargo,Road,382.61,292.3,2026-01-19
ORD00692,FedEx,Air,1293.47,419.1,2026-04-05
ORD00693,BlueDart,Air,461.98,163.2,2025-11-15
ORD00694,FedEx,Air,2368.32,682.0,2025-07-29
ORD00695,Swift Cargo,Road,862.55,690.1,2026-06-28
ORD00696,Swift Cargo,Road,492.08,413.4,2026-01-24
ORD00697,BlueDart,Air,2392.42,705.1,2026-07-03
ORD00698,OceanBlue,Sea,451.47,650.0,2026-02-11
ORD00699,Swift Cargo,Road,1102.93,779.4,2025-07-31
ORD00700,Swift Cargo,Road,500.38,307.5,2026-07-19
ORD00701,Swift Cargo,Road,255.46,200.0,2025-10-02
ORD00702,OceanBlue,Sea,257.37,408.6,2026-01-15
ORD00703,OceanBlue,Sea,512.19,1099.3,2025-08-16
ORD00704,Swift Cargo,Road,684.46,464.3,2025-12-29
ORD00705,Swift Cargo,Road,416.72,312.2,2025-11-11
ORD00707,FedEx,Air,2880.31,1101.9,2026-05-03
ORD00709,FedEx,Air,966.24,282.1,2026-07-17
ORD00711,OceanBlue,Sea,550.77,1037.7,2026-05-25
ORD00712,OceanBlue,Sea,608.4,1120.0,2025-08-18
ORD00713,OceanBlue,Sea,527.85,894.3,2025-09-24
ORD00714,FedEx,Air,2930.33,894.9,2026-01-25
ORD00715,BlueDart,Air,807.16,271.2,2025-11-09
ORD00716,BlueDart,Air,3093.6,1137.7,2025-09-12
ORD00717,BlueDart,Air,702.87,210.3,2026-02-12
ORD00718,FedEx,Air,1416.17,394.4,2026-02-04
ORD00719,Swift Cargo,Road,585.2,438.1,2026-01-16
ORD00720,Swift Cargo,Road,190.76,126.4,2025-08-06
ORD00721,OceanBlue,Sea,324.18,493.0,2026-07-12
ORD00722,Swift Cargo,Road,1515.53,1082.4,2025-10-12
ORD00723,FedEx,Air,3332.03,967.7,2025-12-11
ORD00724,OceanBlue,Sea,165.13,259.1,2026-02-11
ORD00725,OceanBlue,Sea,248.25,252.0,2026-04-06
ORD00726,FedEx,Air,2218.43,739.1,2026-04-06
ORD00727,FedEx,Air,544.0,165.5,2026-01-27
ORD00728,Swift Cargo,Road,600.23,515.2,2025-10-08
ORD00729,Swift Cargo,Road,555.47,501.8,2026-07-01
ORD00730,OceanBlue,Sea,379.85,588.4,2026-03-23
ORD00731,BlueDart,Air,2438.58,709.6,2026-06-20
ORD00732,Swift Cargo,Road,605.14,540.4,2025-10-14
ORD00733,Swift Cargo,Road,465.75,396.9,2026-01-03
ORD00734,Swift Cargo,Road,964.16,706.9,2025-12-18
ORD00735,OceanBlue,Sea,99.53,109.3,2026-05-12
ORD00736,BlueDart,Air,3317.6,1086.2,2026-01-03
ORD00737,BlueDart,Air,660.94,186.6,2026-02-06
ORD00738,OceanBlue,Sea,304.73,592.2,2025-10-17
ORD00739,BlueDart,Air,589.16,207.1,2025-11-26
ORD00740,OceanBlue,Sea,405.07,734.2,2026-04-08
ORD00741,OceanBlue,Sea,616.49,1044.9,2025-12-04
ORD00742,OceanBlue,Sea,774.91,1065.1,2026-04-14
ORD00743,Swift Cargo,Road,683.49,527.0,2025-07-31
ORD00744,Swift Cargo,Road,606.28,541.7,2026-03-22
ORD00746,FedEx,Air,3285.28,1130.1,2025-10-09
ORD00747,FedEx,Air,1109.73,401.3,2025-11-12
ORD00748,OceanBlue,Sea,192.8,281.0,2025-11-13
ORD00749,Swift Cargo,Road,308.41,185.6,2026-07-18
ORD00750,BlueDart,Air,1333.2,389.1,2025-10-11
ORD00751,Swift Cargo,Road,883.73,761.0,2025-09-13
ORD00752,FedEx,Air,2789.83,869.2,2026-02-01
ORD00753,BlueDart,Air,1588.79,571.2,2026-04-30
ORD00754,FedEx,Air,3985.46,1194.9,2026-06-28
ORD00755,FedEx,Air,2837.59,834.5,2025-09-18
ORD00756,BlueDart,Air,1905.37,554.2,2025-09-23
ORD00757,BlueDart,Air,2180.45,840.6,2025-11-17
ORD00758,BlueDart,Air,1310.93,366.0,2025-10-13
ORD00759,BlueDart,Air,1172.99,354.1,2026-03-02
ORD00760,FedEx,Air,1878.18,581.2,2026-06-12
ORD00762,Swift Cargo,Road,1310.56,898.9,2026-06-16
ORD00763,BlueDart,Air,2974.24,1119.9,2025-09-07
ORD00764,FedEx,Air,1719.1,555.1,2025-09-03
ORD00765,FedEx,Air,698.06,228.9,2026-01-02
ORD00766,Swift Cargo,Road,474.48,337.9,2025-12-03
ORD00767,OceanBlue,Sea,576.81,878.9,2025-11-16
ORD00768,OceanBlue,Sea,568.65,1158.1,2026-02-16
ORD00769,FedEx,Air,2308.07,768.0,2026-04-02
ORD00770,OceanBlue,Sea,304.2,538.1,2025-10-20
ORD00771,FedEx,Air,418.47,110.6,2025-11-28
ORD00772,Swift Cargo,Road,303.24,213.2,2026-01-06
ORD00773,BlueDart,Air,456.29,151.5,2026-07-11
ORD00774,FedEx,Air,3142.68,1102.8,2026-01-10
ORD00775,BlueDart,Air,2552.68,895.6,2026-04-23
ORD00777,FedEx,Air,4076.01,1192.9,2026-04-04
ORD00778,OceanBlue,Sea,474.93,1071.7,2025-11-01
ORD00779,FedEx,Air,870.81,238.9,2026-01-11
ORD00780,OceanBlue,Sea,552.11,949.9,2026-04-20
ORD00781,Swift Cargo,Road,787.79,615.0,2026-05-08
ORD00782,Swift Cargo,Road,1123.66,1032.6,2026-04-23
ORD00783,OceanBlue,Sea,692.3,1146.6,2026-06-09
ORD00784,FedEx,Air,2944.69,1119.6,2025-11-26
ORD00785,BlueDart,Air,2690.23,905.2,2026-03-04
ORD00786,Swift Cargo,Road,1314.35,1154.9,2025-12-14
ORD00787,BlueDart,Air,1448.25,531.1,2025-11-26
ORD00788,FedEx,Air,676.78,203.7,2025-10-22
ORD00789,FedEx,Air,2468.83,832.6,2025-10-22
ORD00790,BlueDart,Air,789.52,220.3,2026-07-09
ORD00791,OceanBlue,Sea,621.62,1188.8,2026-04-10
ORD00792,BlueDart,Air,780.03,224.0,2026-01-22
ORD00793,BlueDart,Air,1646.95,495.4,2025-11-16
ORD00794,OceanBlue,Sea,607.9,1076.8,2026-06-12
ORD00795,BlueDart,Air,2428.83,723.3,2025-08-16
ORD00796,Swift Cargo,Road,566.54,434.0,2026-07-11
ORD00797,FedEx,Air,482.52,154.9,2025-11-14
ORD00798,Swift Cargo,Road,1360.29,992.9,2025-10-07
ORD00799,Swift Cargo,Road,973.44,851.7,2026-05-27
ORD00800,BlueDart,Air,686.97,205.6,2025-09-08
